sat	hs.perc	hs.size	gpa
1160	78.81773	2.03	3.3
1010	75.57604	2.17	2.15
1030	89.09953	2.11	3.64
1020	76.4977	2.17	2.57
1360	81.51659	2.11	4
1150	90.047394	2.11	3.81
1140	55.17241	2.03	2.95
1190	99.5073892	2.03	3.8
740	74.87685	2.03	2.86
810	67.29858	2.11	2.37
1170	88.39286	2.24	3.06
970	39.40887	2.03	1.5
1140	60.18958	2.11	1.73
920	61.61137	2.11	1.76
950	66.34615	2.08	3
1190	92.626728	2.17	3.65
950	61.60714	2.24	1.94
1080	75.57604	2.17	3.02
1100	93.838862	2.11	3
1110	95.073892	2.03	3.68
850	44.82759	2.03	2.11
810	65.43779	2.17	2.26
960	69.66825	2.11	1.73
1060	84.72906	2.03	2.35
900	64.0553	2.17	3.05
950	57.63547	2.03	2.88
970	90.32258	2.17	2.79
980	79.31034	2.03	2.66
900	87.5	2.24	3.17
940	74.88152	2.11	2.77
970	70.44335	2.03	2.14
1050	79.62085	2.11	2.12
810	78.57143	1.68	2.33
1090	51.2	1.25	2.25
1070	88.69048	1.68	2.81
910	52.8	1.25	2.1
970	56.54762	1.68	1.43
930	82.4	1.25	2.73
1050	61.90476	1.68	1.68
1180	91.946309	1.49	2.2
990	88.8	1.25	3.16
1080	70.23809	1.68	2.56
920	55.35714	1.68	2.58
890	76.0	1.25	2.56
1050	98.4	1.25	3.72
1210	92.0	1.25	2.48
970	66.07143	1.68	1.5
920	61.6	1.25	2.4
1070	73.6	1.25	3.27
1100	83.2	1.25	2.46
1340	99.4047619	1.68	3.75
1030	88.8	1.25	2.4
1160	40.0	.05	1.93
1160	96.428571	.28	3.54
1000	44.44444	.27	3.2
890	33.33334	.27	2.4
1000	40.0	.05	2.56
1170	71.50538	1.86	3
990	61.93548	1.55	2.76
1000	94.527363	2.01	3.66
1140	37.09678	1.86	2.23
980	59.67742	1.86	2.37
850	47.09678	1.55	2.17
1040	69.67742	1.55	2.62
1050	76.12903	1.55	3.23
1040	81.59204	2.01	2.54
1220	94.303797	1.58	3.32
980	62.90322	1.86	2.76
1130	99.5024876	2.01	3.72
920	73.65591	1.86	2.35
1080	50.74627	2.01	2.31
1170	99.0049751	2.01	3.64
830	62.5	1.76	2.88
1020	63.87097	1.55	2.44
880	83.22581	1.55	2.72
1340	99.4623656	1.86	3.87
960	41.93548	1.86	1.66
1020	87.34177	1.58	2.37
1100	85.07463	2.01	2.47
1070	82.27848	1.58	3.34
1060	98.00995	2.01	3
1040	70.25316	1.58	2.19
1160	91.772152	1.58	3.22
1160	87.74194	1.55	2.96
1230	97.311828	1.86	4
970	88.0597	2.01	2.48
1090	87.09677	1.86	3.18
1080	98.076923	2.08	2.03
900	91.025641	2.34	2.26
790	96.108949	2.57	1.89
950	71.875	.32	1.23
1220	93.75	.32	4
960	37.5	.32	2.26
1220	83.33333	.24	3.23
1120	96.071429	2.8	2.84
1020	95.0	2.8	2.54
1120	85.52632	2.28	2.55
1160	97.857143	2.8	3.02
880	42.61604	2.37	2.4
1170	93.859649	2.28	3
1010	92.5	2.8	2.26
1050	90.357142	2.8	2.03
1100	95.357143	2.8	3.16
920	89.28571	2.8	3
1320	99.0243902	2.05	3.46
1000	85.85366	2.05	2.86
790	84.39024	2.05	2.02
1000	80.71428	2.8	1.58
810	55.26316	2.28	2.11
1230	97.073171	2.05	3.43
950	82.43902	2.05	2.53
820	88.29268	2.05	3.06
990	91.071428	2.8	3.36
1160	96.036585	3.28	3.53
1120	87.5	2.8	2.35
1110	93.658536	2.05	3.21
1020	91.666667	2.28	2.37
1100	95.714286	2.1	3.37
1210	94.758065	2.48	2.8
1290	94.036697	2.18	3.82
990	66.12903	2.48	1.62
1030	76.21359	2.06	3.17
1110	87.61905	2.1	2.89
1100	85.92233	2.06	2.09
930	88.09524	2.1	2.55
1090	79.3578	2.18	2.12
1080	86.8932	2.06	2.51
950	82.8	2.5	1.96
1100	83.94495	2.18	3.31
800	92.201835	2.18	3
920	53.21101	2.18	1.38
1040	92.718447	2.06	2.4
1120	56.42202	2.18	2.54
1160	93.548387	2.48	2.53
1140	96.601942	2.06	3.82
800	66.50486	2.06	2.07
1030	75.22936	2.18	2.88
1080	81.85484	2.48	3.83
1240	81.65138	2.18	3.11
1150	60.0	.05	2.77
950	20.0	.05	2.19
1300	60.0	.05	2.53
1340	94.444445	.72	3.93
1130	20.0	.05	2.13
1140	20.0	.05	3.23
960	20.0	.05	2.28
1280	60.0	.05	2.78
1080	81.30435	2.3	1.64
950	85.21739	2.3	2.62
1130	89.13043	2.3	2.75
900	83.40611	2.29	3
1080	92.139738	2.29	1.7
890	74.67249	2.29	.8
900	74.34783	2.3	1.76
1010	87.33624	2.29	2.66
1240	96.086957	2.3	2.53
990	93.478261	2.3	2.71
1160	87.5	1.68	1.89
1000	90.476191	1.68	2.55
1060	66.66667	.18	2.82
1090	50.0	.18	1.95
930	81.01266	1.58	1.73
970	95.56962	1.58	2.53
830	88.66667	1.5	1.3
1210	98.734177	1.58	3.02
730	95.408163	1.96	2.98
1230	96.610169	1.77	3.64
1070	98.979592	1.96	3.17
860	88.77551	1.96	2.56
1020	87.00565	1.77	2.3
1130	98.019802	2.02	3.05
940	86.04651	1.72	2.16
1030	98.412698	1.89	2.75
590	46.0396	2.02	1.53
1030	98.453608	1.94	3.87
920	85.49223	1.93	2.2
990	89.74359	1.17	2.63
700	59.39849	1.33	3.3
1000	97.972973	1.48	2.07
1040	93.918919	1.48	.92
790	94.017094	1.17	2.82
1110	78.37838	1.48	1.15
1130	98.804781	2.51	3.14
1180	99.6855346	3.18	3.8
930	96.960486	3.29	2.58
850	96.25	3.2	2.8
1020	97.445256	2.74	2.6
1010	94.820717	2.51	3.02
1130	98.175182	2.74	3.22
1350	95.61753	2.51	1.61
1200	98.406374	2.51	3
820	87.59124	2.74	2.74
1010	81.44654	3.18	2.31
910	91.666667	1.08	2.11
870	97.272727	1.1	2.77
1130	93.013101	2.29	3.29
1060	91.703056	2.29	2.11
930	83.40611	2.29	2.66
1050	90.0	.1	2.59
1090	95.633188	2.29	3.22
1050	99.5726496	2.34	2.38
1000	80.0	.1	3.47
1080	87.33624	2.29	3.26
810	95.327103	2.14	1.98
1290	93.965517	2.32	3.73
1150	97.368421	.38	2.75
810	97.142857	.35	1.64
1000	97.222222	1.8	2.74
940	82.03884	2.06	2.92
940	83.49515	2.06	2.27
1250	94.660194	2.06	2.85
1040	75.0	1.8	1.88
830	78.23834	1.93	2.49
940	88.33333	1.8	2.68
910	90.35533	1.97	2.53
1150	88.82682	1.79	2.08
1200	89.32039	2.06	2.62
990	68.93204	2.06	.3
790	71.11111	1.8	2.78
740	75.41899	1.79	2.81
1290	98.058252	2.06	3.62
1090	85.43689	2.06	2.85
1260	94.413408	1.79	2.1
1170	97.572815	2.06	3.64
910	80.0	1.75	1.53
1040	72.28916	.83	3.18
940	81.70732	.82	3
1000	88.4058	.69	3.35
810	14.49275	.69	2.45
840	76.82927	.82	2.86
910	52.17391	.69	2.6
980	81.92771	.83	3.13
1020	72.46377	.69	2.78
780	84.68085	2.35	2.01
990	86.80851	2.35	2.6
1060	91.666667	1.8	2.12
910	88.29268	2.05	1.86
1010	75.55556	1.8	.46
810	88.31776	2.14	2.15
920	94.0	4.5	1.92
1050	79.35484	4.65	2.92
820	71.77778	4.5	2.38
1080	57.55556	4.5	1.97
1160	89.67742	4.65	3.5
1000	85.5914	4.65	2.75
1030	90.339426	3.83	2.62
1000	71.27937	3.83	2.34
1020	67.33333	4.5	3.34
900	58.06452	4.65	1.53
940	76.88889	4.5	1.87
1180	90.222222	4.5	3.33
1130	89.03394	3.83	3.41
920	75.33333	4.5	3.21
1220	98.27957	4.65	4
1000	86.66667	4.65	3.68
990	60.64516	4.65	2.3
950	81.90045	4.42	2.93
1080	86.22222	4.5	2.73
1110	33.76344	4.65	1.76
970	83.77778	4.5	3.11
1020	83.84615	3.9	2.04
1060	84.5953	3.83	3.25
860	88.8172	4.65	1.35
970	70.0	3.9	2.13
1000	81.50538	4.65	2.88
1100	71.39785	4.65	2.11
1210	94.408602	4.65	2.72
1090	75.26882	4.65	3.14
880	69.67742	4.65	1.84
970	85.90078	3.83	2.6
1050	87.55556	4.5	3.11
1050	50.32258	4.65	2.53
1060	59.74359	3.9	2.05
910	69.74359	3.9	2.01
830	78.44444	4.5	2.8
1110	92.307693	3.9	3.01
1210	97.419355	4.65	3.29
990	80.66667	4.5	2.4
1200	97.911227	3.83	3.09
940	70.44444	4.5	2.71
1000	61.3577	3.83	2.07
1160	78.0083	2.41	3.07
930	80.07519	2.66	3
1210	86.8421	2.66	1.8
960	74.06015	2.66	1.46
1100	95.0	2.4	2.88
950	72.61411	2.41	2.2
1100	90.977444	2.66	3.41
1050	98.672566	2.26	3.72
960	77.08333	2.4	2.06
1220	99.6666667	3	2.76
980	99.3333333	3	2.74
900	90.0	3	2.21
1010	97.407408	2.7	2.26
1180	52.83019	.53	2.15
960	64.40678	.59	2.06
1140	66.1017	.59	2.18
880	12.34568	.81	2.24
990	72.28916	.83	3.23
840	27.16049	.81	2.35
1000	31.3253	.83	2.51
1150	71.42857	.7	3.54
1010	67.90123	.81	3.04
1080	73.9726	.73	1.7
1320	76.54321	.81	3.01
910	72.83951	.81	3.32
1170	80.24691	.81	2.89
1090	90.361445	.83	2.72
1040	50.0	.84	2.62
950	65.71429	.7	2.71
1050	63.0137	.73	2.47
960	30.8642	.81	2.11
1000	58.02469	.81	2.23
820	48.14815	.81	2.62
1220	40.0	.7	2.46
1350	91.0	4	2.95
1110	81.75	4	2.61
1280	98.0	4	3.7
940	86.5	4	2.92
990	70.0	4	2
1140	92.25	4	2.44
980	66.5	4	2.44
870	58.0	4	1.75
1080	88.5	4	1.9
1170	89.71429	3.5	3.35
1220	62.5	4	3.07
1130	82.25	4	2.11
880	83.25	4	1.77
1000	76.5	4	2.18
1110	88.0	4	2
1190	67.5	4	2.23
1090	96.75	4	3.75
1170	93.25	4	2.35
1130	80.0	4	2.42
1050	92.0	4	2.73
950	93.75	4	2.94
1210	70.25	4	2.16
950	72.0	4	.84
990	95.652174	1.61	2.1
1250	99.378882	1.61	3.4
840	97.826087	2.3	1.18
860	80.12422	1.61	1.94
840	96.521739	2.3	2.36
960	97.409326	3.86	2.43
920	86.01036	3.86	2.46
1010	96.285714	3.5	2.78
850	75.42857	3.5	2.02
1100	96.891192	3.86	3.25
960	88.34197	3.86	2.28
950	91.968912	3.86	2
950	93.523316	3.86	2.56
840	92.285714	3.5	2.8
860	93.714286	3.5	2.19
800	94.256757	2.96	2.54
1060	94.571429	3.5	2.23
980	85.47297	2.96	2.55
770	42.22798	3.86	1.35
1010	96.891192	3.86	3.76
1100	95.428571	3.5	1.71
1060	96.341463	.82	1.82
1060	86.60714	1.12	2.53
1100	61.73913	1.15	1.66
1140	99.1304348	1.15	3.82
810	98.809524	.84	2.2
880	98.93617	.94	2.44
920	88.69863	2.92	2.52
1000	98.154981	2.71	2.25
1040	97.416974	2.71	3
1020	92.647059	.68	4
1180	76.25232	5.39	2
850	63.88889	.72	3.27
910	49.33333	.75	3.23
990	95.833333	.72	2.41
890	8.69566	.69	2.75
990	96.153846	.52	2.94
900	92.307693	.78	1.81
700	97.777778	.9	2.22
1000	92.99363	1.57	2.29
910	68.92655	1.77	1.6
1080	96.815287	1.57	3.11
840	98.93617	.94	2.08
1010	50.0	.12	1.66
1100	95.515695	2.23	2.77
1110	97.378277	2.67	3.38
960	92.509363	2.67	2.38
830	90.8	2.5	2.73
1100	96.721312	2.44	3.7
910	87.64045	2.67	1.46
1030	94.805195	.77	2.81
1130	89.33333	.75	2.84
1150	96.25	.8	3.23
1100	91.22807	.57	2.31
1170	97.222222	.72	2.58
920	92.4	2.5	3.31
1000	86.06557	2.44	3
1240	90.196078	2.04	1.94
1030	91.6	2.5	3.45
1080	92.622951	2.44	2.29
990	88.93443	2.44	3.18
1290	89.34426	2.44	3.02
880	69.31408	2.77	2.7
1150	97.540984	2.44	2.77
1240	97.54902	2.04	3.25
1000	89.6	2.5	2.61
990	84.80392	2.04	2.14
1130	92.996109	2.57	3.47
1110	95.588235	2.04	3.38
980	93.852459	2.44	2.18
950	92.213115	2.44	3.77
1200	97.761194	2.68	2.82
950	83.95522	2.68	2.08
1020	94.485294	2.72	2.69
850	77.98507	2.68	2
1010	70.18182	2.75	1.77
1260	98.529412	2.72	3.29
870	94.402985	2.68	2.06
970	81.98529	2.72	2.45
870	95.149254	2.68	2.61
1130	98.507463	2.68	3.18
860	62.37624	3.03	2.84
950	90.298508	2.68	.76
890	88.80597	2.68	2.17
1050	99.2647059	2.72	3.5
940	73.50746	2.68	1.52
950	94.029851	2.68	2.76
1020	48.89706	2.72	2.13
1180	95.522388	2.68	3.41
690	49.20635	3.15	1.75
770	78.18182	2.75	2.88
1030	94.776119	2.68	3.62
1020	85.29412	2.72	2.3
1120	93.283582	2.68	1.92
730	75.72816	3.09	1.53
780	90.44586	3.14	2.24
890	88.60294	2.72	2.65
930	75.0	2.68	2.17
1060	88.72727	2.75	2.09
840	60.8209	2.68	1.53
1090	74.25373	2.68	1.5
800	80.14706	2.72	2.48
1140	91.911765	2.72	2.23
830	86.39706	2.72	2.6
880	95.709571	3.03	2.33
1460	99.4397759	3.57	2.94
1030	89.15254	2.95	3.17
970	86.19403	2.68	1.87
900	97.009967	3.01	2.95
1010	83.33333	.12	1.93
1040	81.81818	.11	2.77
870	40.0	.1	3.47
910	81.81818	.11	2.32
720	75.96154	2.08	2.44
1000	81.73077	2.08	1.92
1180	98.918919	1.85	3.78
960	68.29268	2.05	1.92
860	71.63461	2.08	2.38
1060	95.192307	2.08	3.25
1120	98.076923	2.08	2.73
820	82.43902	2.05	1.67
880	97.115385	2.08	2.38
1060	94.230769	2.08	2.82
940	85.94595	1.85	2.13
940	98.823529	.85	3.58
740	96.825397	1.26	1.41
990	56.75676	.37	2.63
1180	92.0	.25	3.66
950	70.37037	.27	3.06
950	44.0	.25	2.26
970	81.48148	.27	3.67
1130	98.961938	2.89	3.61
1280	96.193772	2.89	3.22
970	82.69896	2.89	2.86
830	70.20408	2.45	2.02
1000	82.50951	2.63	2.71
870	90.079365	2.52	2.82
1020	93.770492	3.05	2.28
1190	97.577855	2.89	4
900	94.098361	3.05	3.13
1100	91.269841	2.52	2.46
780	69.89619	2.89	1.95
870	84.12698	2.52	2.47
1130	65.64885	2.62	1.71
1020	65.09091	2.75	2
990	90.0	2.5	2.69
1030	98.684211	2.28	3.46
970	95.238095	2.52	2.47
1170	86.4	2.5	2.51
1060	92.460318	2.52	2.85
1120	94.047619	2.52	2.58
820	71.63636	2.75	1.85
860	82.18182	2.75	2.38
980	94.736842	2.28	2.78
1100	97.6	2.5	3.54
1140	96.4	2.5	3.73
950	91.636364	2.75	1.86
1040	97.222222	2.52	2.23
820	83.63636	2.75	2.25
1060	97.368421	2.28	3.51
880	69.81818	2.75	2.56
1340	99.6031746	2.52	3.44
1060	74.5614	2.28	2.18
1050	88.59649	2.28	2.74
1080	92.363636	2.75	3.31
990	84.21053	2.28	2.18
920	85.81818	2.75	2.8
1050	63.15789	2.28	2.21
720	94.715447	2.46	2.08
770	89.88327	2.57	2.22
1190	96.938776	1.96	2.41
870	77.33333	1.5	2.58
1140	96.236559	1.86	3.79
1040	95.378151	2.38	3.06
1050	86.97479	2.38	2.46
1320	99.5798319	2.38	4
850	85.18519	1.89	2.63
950	87.83784	1.48	2.53
1100	68.91892	1.48	3.16
1290	97.478992	2.38	4
960	97.297297	1.48	2.95
1050	82.77311	2.38	1.76
890	79.36508	1.89	2.86
1020	80.33708	1.78	1.97
1110	93.258427	1.78	2.21
960	84.03361	2.38	2.21
930	58.82353	2.38	2.71
1190	96.296296	1.89	2.82
980	80.67227	2.38	2.76
1230	97.89916	2.38	4
940	84.87395	2.38	2.52
1040	66.66667	1.89	3.16
960	94.666667	1.5	3.32
1060	76.66667	1.5	2.36
1280	92.857143	2.38	3.47
1340	96.638655	2.38	4
1050	80.89888	1.78	1.77
1100	87.30159	1.89	2.31
980	95.798319	2.38	3.73
1130	94.708995	1.89	2.91
1140	95.238095	.63	2.62
1000	60.86956	.23	2.36
1060	69.56522	.23	1.05
1190	98.178138	4.94	3.56
1090	95.454545	3.96	2.72
640	69.10112	5.34	1.92
880	93.266833	4.01	2.2
1020	91.666667	3.96	1.92
1010	90.656566	3.96	1.53
1410	98.777506	4.09	3.72
820	86.40553	4.34	2.36
880	87.16707	4.13	.53
1010	88.13559	4.13	2.61
1240	93.88753	4.09	2.57
890	77.23971	4.13	1.61
960	70.21792	4.13	1.6
1140	97.727273	3.96	3.04
900	80.798	4.01	3.06
950	96.577017	4.09	3.55
910	88.99755	4.09	3.61
1150	96.08802	4.09	2.94
1030	87.4092	4.13	2.11
1070	91.283293	4.13	2
850	55.69007	4.13	1.28
960	90.220049	4.09	1.92
1030	98.989899	3.96	3.93
1030	94.188862	4.13	2.58
1040	93.434343	3.96	3.28
1110	98.737374	3.96	3.29
950	96.508728	4.01	2.5
960	90.024938	4.01	3.06
900	83.86308	4.09	2.79
950	83.19838	4.94	2.28
1040	94.513716	4.01	2.73
1020	97.474747	3.96	2.54
910	89.34625	4.13	1.23
890	98.734177	.79	1.62
1200	96.363636	2.75	3.38
780	88.125	3.2	1.92
950	97.1875	3.2	2.88
950	98.913043	2.76	2.94
730	87.31884	2.76	2.52
880	95.625	3.2	2.61
1280	98.913043	2.76	3.32
1100	74.21053	3.8	2.46
890	86.79245	1.06	2.47
1110	86.27451	1.02	1.95
1130	96.116505	1.03	3.33
920	89.32039	1.03	3.36
1120	94.098361	3.05	3.17
1070	84.81481	2.7	2.38
1180	98.888889	2.7	2.3
1140	96.923077	3.25	3.1
870	83.7037	2.7	2.48
1210	96.0	3.25	2.94
1090	92.285714	3.5	3.04
990	97.538461	3.25	2.78
1110	95.652174	3.68	2.74
940	84.67433	2.61	2.37
1150	98.369565	3.68	3.64
1000	96.927374	3.58	3.17
980	97.318008	2.61	2.85
930	88.26816	3.58	2.64
1150	99.1620111	3.58	2.94
860	69.8324	3.58	2.07
910	83.33333	.9	2.33
960	78.02198	.91	.64
900	66.66667	1.98	.92
1250	98.230088	2.26	3.23
1180	96.347032	2.19	3.26
860	88.34081	2.23	2.07
1050	99.086758	2.19	4
1010	94.949495	1.98	3
1190	98.484848	1.98	2.33
1020	93.607306	2.19	2.77
1290	97.260274	2.19	2.93
910	69.46903	2.26	2.38
1210	99.4949495	1.98	3.82
990	74.77876	2.26	2.43
970	74.33628	2.26	2.07
940	84.51327	2.26	2.25
1310	98.173516	2.19	3.93
1000	87.87879	1.98	2.18
1060	91.780822	2.19	2.33
1000	65.47085	2.23	2.03
1010	94.690266	2.26	3.35
950	90.582959	2.23	2.69
1080	68.75	1.12	2.97
920	86.15385	1.95	1.74
1220	95.5	2	2.46
1040	96.354167	1.92	3.14
880	98.305085	1.77	2.49
850	91.666667	1.92	1.92
910	89.83051	1.77	2.76
1170	94.347826	2.3	2.61
1150	99.0	2	3.06
990	88.5	2	2.12
1000	95.5	2	2.72
1050	90.0	.1	2.89
1160	40.0	.1	1.73
1150	40.0	.1	3.15
1030	30.0	.1	2.72
820	76.55502	2.09	1.91
1140	86.66667	2.4	2.18
1140	94.977169	2.19	4
980	74.54545	2.2	3.16
1130	81.33971	2.09	3.45
1010	95.0	2.4	3.14
1080	95.0	2.2	3.5
960	92.410714	2.24	2.3
1020	90.430622	2.09	3.08
880	72.2488	2.09	2.54
970	94.520548	2.19	3.23
830	92.272727	2.2	2.69
1300	97.272727	2.2	3.24
980	78.63636	2.2	2.67
1220	82.27273	2.2	2.21
940	67.91667	2.4	1.8
1120	78.99543	2.19	2.78
970	67.27273	2.2	2.38
1090	74.16667	2.4	2.25
1090	64.54546	2.2	1.6
1150	72.27273	2.2	3.01
950	76.81818	2.2	1.85
1040	81.66667	2.4	1.45
1290	99.086758	2.19	4
1080	84.16667	2.4	2.76
1250	98.173516	2.19	3.43
810	89.95215	2.09	3.31
980	81.15183	1.91	2.4
700	35.07854	1.91	1.28
1030	80.56872	2.11	2.27
950	62.55924	2.11	2.07
970	89.5288	1.91	2.43
1070	91.623036	1.91	2.25
1050	95.375722	1.73	1.79
1030	80.62827	1.91	1.18
1180	93.364929	2.11	3.6
930	73.82199	1.91	2.54
1280	99.4764398	1.91	3.05
990	74.88152	2.11	2.81
1330	98.578199	2.11	3.85
880	72.25131	1.91	1.36
1140	98.104265	2.11	3.47
850	78.33333	1.2	2.67
1060	98.333333	1.2	2.35
1030	77.77778	.36	2.35
960	83.33333	.36	2.86
990	50.0	.36	2.62
980	78.26087	.23	3.22
1030	52.0	.25	2.38
940	69.44444	.36	2.77
1230	90.909091	.33	2.85
1120	77.77778	.36	2.3
1020	65.21739	.23	3
1110	98.295455	1.76	3.64
1340	97.6	1.25	2.28
950	92.045455	1.76	2.91
1100	93.38843	1.21	2.65
1000	43.24324	.37	1.69
1240	97.5	.4	3.84
1000	77.5	.4	2.56
1020	69.23077	.39	2.5
1010	83.33333	2.76	3.18
980	87.34568	3.24	2.75
860	75.92593	3.24	3
1020	94.565217	2.76	3.36
990	75.21008	2.38	2.27
910	69.32773	2.38	2.72
1130	69.2029	2.76	2.65
930	76.81159	2.76	2.31
1170	79.32099	3.24	2.66
1020	40.4321	3.24	3
1080	96.73913	2.76	3.93
960	61.41975	3.24	1.81
810	67.59259	3.24	.86
810	62.31884	2.76	2.11
880	89.50617	3.24	2.5
1190	97.173145	2.83	3.43
1160	86.5942	2.76	2.7
950	88.76812	2.76	2.32
1080	95.061728	3.24	3.27
1020	27.16049	3.24	2.33
1170	96.638655	2.38	3.24
900	61.5942	2.76	2.51
1180	88.58025	3.24	3.16
1150	94.427245	3.23	3.16
1270	56.17284	3.24	2
1090	54.01234	3.24	1.15
1050	75.30864	3.24	.87
1170	97.89916	2.38	3.91
1050	65.74074	3.24	2.63
1080	81.51261	2.38	3.32
1140	92.753623	2.76	2.9
1010	67.37288	2.36	2.76
1110	98.447205	3.22	3.57
1010	89.91597	2.38	2.2
1290	98.148148	3.24	3.82
1030	60.08403	2.38	1.9
1250	93.82716	3.24	2.11
1110	71.84874	2.38	1.91
1060	92.016807	2.38	3.19
1070	96.466431	2.83	3.29
890	83.33333	.12	2.82
910	90.0	.1	3.33
1130	75.0	.12	2.41
1020	63.63636	.11	2.62
1240	97.560976	5.74	2.83
900	84.17266	5.56	1.88
900	93.884892	5.56	2.52
860	66.02787	5.74	2.05
950	74.52472	5.26	2.42
1160	88.07157	5.03	2.35
1140	89.06561	5.03	2.15
1010	85.48708	5.03	1.96
990	64.92806	5.56	1.77
1120	88.40304	5.26	2
1070	91.254753	5.26	2.64
1020	85.1711	5.26	1.2
1030	70.68345	5.56	1.75
990	90.114068	5.26	2.75
930	86.33094	5.56	2.42
790	90.827338	5.56	2.31
1090	96.958175	5.26	3.63
1020	90.166976	5.39	2.59
1220	93.52518	5.56	2.91
1010	59.74026	5.39	2.52
1090	76.23574	5.26	1.61
900	67.11027	5.26	.8
1120	76.20818	5.38	1.77
950	76.23574	5.26	1
790	68.34532	5.56	2.6
1130	94.06308	5.39	3.11
1080	71.79963	5.39	2.37
1140	85.55133	5.26	2.46
970	68.27458	5.39	2.29
980	96.577947	5.26	3.23
970	95.627377	5.26	2.66
930	79.77736	5.39	2.06
820	69.58175	5.26	2.13
1220	88.27038	5.03	2.64
1100	82.50497	5.03	2.5
1170	95.818815	5.74	2.7
1040	91.280149	5.39	2.03
1140	73.38403	5.26	.28
890	86.87873	5.03	2.16
1230	91.444867	5.26	1.71
840	76.99443	5.39	2.62
1000	93.345324	5.56	2.13
1020	86.51079	5.56	2.23
1160	92.949907	5.39	2.07
750	87.01299	5.39	2.49
740	72.72727	1.32	2.64
910	93.069307	1.01	2.88
1200	98.93617	.94	3.52
1140	96.969697	1.32	3.46
930	84.84848	1.32	3
990	76.23762	1.01	2.81
880	86.51685	1.78	2.5
1120	79.08163	1.96	3.25
790	95.3125	1.92	2.66
950	92.1875	1.92	2.29
970	87.7551	1.96	2.88
1170	99.4152047	1.71	2.58
840	83.91304	2.3	2.74
960	90.625	1.92	2.91
970	85.20408	1.96	2.05
1080	81.63265	1.96	3.53
860	87.64045	1.78	2.75
1040	93.258427	1.78	2.83
980	83.33333	1.92	2.08
1130	59.6	2.5	2.02
990	70.58824	2.04	3.51
1010	75.52743	2.37	2.81
1010	92.436975	2.38	3.4
1090	50.63291	2.37	2
1090	79.74684	2.37	2.52
840	64.55696	2.37	2.64
1310	38.23529	2.38	2.29
830	70.58824	2.38	2.05
1100	92.827004	2.37	4
970	89.45148	2.37	3.81
1010	91.13924	2.37	3.6
1170	94.936709	2.37	4
1090	76.89076	2.38	3.36
1040	83.96625	2.37	3.18
1080	92.828685	2.51	2.94
1010	80.67227	2.38	3.2
1070	46.4135	2.37	1.76
1060	84.03361	2.38	2.91
1310	88.44621	2.51	3.03
1050	62.8692	2.37	2.86
